Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",season,Position_Group,PDI,processing_date,data_source,ml_features_applied
S. Kannoo,Sittichok Kannoo,382747,Chiangrai United,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/g14802_120x120.png,Thai League,"CF, LW, RWB",CF,37.0,LW,17.0,RWB,13.0,28.0,1996-08-09,150000,2026-06-30,19,1343,4,2.64,1,0.39,23.25,47.26,Thailand,['Thailand'],right,178,66,False,6.97,6.23,61.29,4.62,42.03,0.4,0.56,0.13,2.75,3.81,1.94,4,0.27,0,0.0,2.41,0.27,4,0.27,0.18,2,0.13,27,1.81,37.04,14.815,0.07,1.41,33.33,0.47,42.86,0.87,30.77,0.13,2.21,48.48,10.12,44.37,2.01,0.54,0.0,12.73,1.14,3.69,19.37,72.32,6.17,64.13,3.75,94.64,16.28,79.84,1.6800000000000002,32.0,18.18,22.57,0.03,0.34,0.07,0.0,0.34,60.0,0.2,2.48,62.16,1.88,50.0,0.27,50.0,0.6000000000000001,0.54,4.36,66.15,68.24,5.7,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,4.62,0.13,0.13,0.0,0.0,0,0.0,2024-25,FWD,57.79033890398787,2025-08-09T10:11:32.095737,simple_processor,True
T. Auksornsri,Thitawee Auksornsri,-185490,Nakhon Pathom,Nakhon Pathom,https://cdn5.wyscout.com/photos/team/public/g8070_120x120.png,Thai League,"RB, LCB, RCB3",RB,39.0,LCB,28.0,RCB3,21.0,27.0,1997-10-08,75000,2025-06-30,16,1330,1,0.8200000000000001,0,0.71,11.77,59.77,Thailand,['Thailand'],right,184,0,False,8.32,5.68,63.1,3.45,66.67,0.74,1.1,0.41,3.99,5.88,0.74,2,0.14,0,0.0,0.95,0.07,1,0.07,0.06,0,0.0,6,0.41,33.33,16.667,0.0,0.54,100.0,0.0,0.0,0.54,100.0,0.0,0.34,80.0,1.22,38.89,0.54,0.54,0.0,13.4,0.27,0.41,23.68,78.0,12.92,71.73,1.76,84.62,17.8,84.03,5.35,55.7,22.4,35.34,0.05,0.34,0.0,0.0,0.0,0.0,0.07,5.68,67.86,0.88,61.54,0.41,33.33,0.27,0.41,6.83,73.27,87.0,6.77,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,3.45,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,54.48061801772113,2025-08-09T10:11:32.095737,simple_processor,True
S. Suvannaseat,Settasit Suvannaseat,-247374,Chiangrai United,Chiangrai United,https://cdn5.wyscout.com/photos/team/public/g14802_120x120.png,Thai League,"RB, RWF, LCMF",RB,20.0,RWF,15.0,LCMF,13.0,23.0,2002-03-06,0,2025-06-30,21,1322,2,1.65,0,1.28,16.68,45.71,Thailand,['Thailand'],,0,0,False,5.92,6.8100000000000005,61.0,1.63,29.17,0.0,0.0,0.07,1.77,2.48,1.02,1,0.07,0,0.0,1.5,0.14,2,0.14,0.11,1,0.07,12,0.8200000000000001,41.67,16.667,0.0,1.02,33.33,0.2,33.33,0.8200000000000001,33.33,0.0,1.36,50.0,5.92,34.48,1.09,1.29,0.07,16.54,1.43,1.29,24.3,82.91,7.97,72.65,3.68,90.74,21.44,87.94,1.91,50.0,16.7,24.08,0.09,0.75,0.07,0.0,0.41,33.33,0.27,3.74,74.55,1.63,45.83,0.54,37.5,0.48,0.34,3.88,78.95,85.34,7.9,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.63,0.2,0.0,0.0,0.61,0,0.0,2024-25,DEF,51.92790585431797,2025-08-09T10:11:32.095737,simple_processor,True
F. Putros,Frans Dhia Putros,245609,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,"LCB, RCB, DMF",LCB,48.0,RCB,21.0,DMF,11.0,31.0,1993-07-14,0,2025-06-30,17,1319,0,1.57,1,0.49,11.87,55.75,Denmark,"['Denmark', 'Iraq']",right,181,77,False,5.05,3.75,61.82,3.14,58.7,0.07,0.13,0.34,2.66,4.9,1.16,3,0.2,0,0.0,0.68,0.0,0,0.0,0.11,0,0.0,10,0.68,20.0,0.0,0.07,0.55,25.0,0.34,20.0,0.2,33.33,0.14,0.61,66.67,2.87,57.14,0.55,2.46,0.14,38.76,0.2,1.23,50.0,90.84,19.72,83.39,2.87,100.0,46.19,95.72,4.71,49.28,20.58,41.82,0.03,0.68,0.0,0.0,0.0,0.0,0.2,9.08,79.7,1.64,50.0,0.61,55.56,0.75,0.2,8.67,87.4,95.94,23.54,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,3.14,0.14,0.14,0.0,0.0,0,0.0,2024-25,DEF,47.47455778983908,2025-08-09T10:11:32.095737,simple_processor,True
S. Ngernprasert,Parndecha Ngernprasert,291181,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"RCMF, DMF",RCMF,57.0,DMF,26.0,,0.0,30.0,1994-10-22,150000,2025-06-30,19,1316,0,1.05,0,0.67,19.22,49.11,Thailand,['Thailand'],right,170,65,False,9.71,9.78,50.35,1.78,38.46,0.55,0.74,0.07,4.24,5.71,2.53,4,0.27,0,0.0,1.78,0.0,0,0.0,0.07,0,0.0,7,0.48,57.14,0.0,0.0,0.68,30.0,0.14,0.0,0.55,37.5,0.07,1.71,68.0,5.2,53.95,0.68,0.21,0.0,22.57,0.41,1.91,32.07,77.83,12.38,67.4,3.69,90.74,25.58,84.76,5.8100000000000005,52.94,20.48,34.59,0.05,0.55,0.14,0.0,0.14,100.0,0.14,7.39,57.41,1.5,45.45,0.8200000000000001,33.33,0.48,0.27,6.91,70.3,85.8,11.56,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,1.78,0.14,0.0,0.0,0.07,0,0.0,2024-25,MID,52.97890307783384,2025-08-09T10:11:32.095737,simple_processor,True
R. Phumichantuk,Rungrath Phumichantuk,397157,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"RWF, RW, RAMF",RWF,36.0,RW,27.0,RAMF,25.0,32.0,1992-05-17,0,,20,1315,1,2.21,2,3.01,12.59,49.46,Thailand,['Thailand'],right,173,68,False,3.9,3.9,63.16,1.1,31.25,0.07,0.11,0.07,1.37,2.3,0.62,0,0.0,0,0.0,3.08,0.07,1,0.07,0.15,0,0.0,22,1.51,18.18,4.545,0.14,2.6,34.21,0.27,25.0,2.26,36.36,0.62,3.22,53.19,6.64,42.27,2.26,2.33,0.27,26.14,2.05,0.75,32.78,77.24,8.69,71.65,7.46,86.24,28.81,81.95,1.51,54.55,17.49,18.16,0.21,1.92,0.07,0.14,0.34,60.0,0.68,2.87,64.29,4.24,59.68,0.8200000000000001,66.67,2.46,1.03,5.27,80.52,76.82,10.33,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1.1,0.62,0.14,0.0,2.26,0,0.0,2024-25,FWD,45.945263432005085,2025-08-09T10:11:32.095737,simple_processor,True
T. Churok,Teerawut Churok,-358833,Lamphun Warrior,Lamphun Warrior,https://cdn5.wyscout.com/photos/team/public/g27286_120x120.png,Thai League,"LB, RCMF3, DMF",LB,40.0,RCMF3,16.0,DMF,10.0,26.0,1998-07-04,0,2025-06-30,20,1310,0,0.28,0,0.36,16.97,49.39,Thailand,['Thailand'],right,180,0,False,8.31,8.31,54.55,1.99,41.38,0.14,0.21,0.07,3.64,5.48,2.34,9,0.62,0,0.0,1.65,0.0,0,0.0,0.02,0,0.0,12,0.8200000000000001,25.0,0.0,0.0,1.58,43.48,1.17,47.06,0.34,20.0,0.0,1.31,57.89,4.74,44.93,0.41,0.76,0.14,18.89,0.76,1.37,29.13,75.0,14.02,65.2,3.5,96.08,22.12,84.16,5.5600000000000005,46.91,21.58,33.98,0.02,0.27,0.0,0.0,0.14,0.0,0.07,6.46,56.38,2.13,38.71,0.48,14.29,0.21,0.62,7.49,74.31,84.25,8.73,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.99,0.21,0.07,0.0,0.14,0,0.0,2024-25,DEF,52.38850005181915,2025-08-09T10:11:32.095737,simple_processor,True
Bassel Jradi,Bassel Jradi,253850,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"CF, RWF, LCMF3",CF,22.0,RWF,17.0,LCMF3,16.0,31.0,1993-07-06,400000,2025-06-30,18,1302,5,3.13,3,2.43,21.36,42.07,Denmark,"['Denmark', 'Lebanon']",right,187,78,False,4.49,4.98,63.89,1.24,27.78,0.35,0.56,0.0,0.97,1.56,1.18,3,0.21,0,0.0,3.11,0.35,5,0.35,0.22,1,0.07,31,2.14,54.84,16.129,0.21,1.18,17.65,0.21,0.0,0.9,23.08,0.28,3.32,39.58,12.51,36.46,2.97,2.14,0.28,24.12,1.04,1.24,31.66,82.75,11.54,80.24,6.64,95.83,29.03,86.19,1.45,66.67,16.11,23.24,0.17,1.45,0.14,0.0,0.55,75.0,0.62,4.84,81.43,3.46,62.0,0.48,85.71,2.07,0.21,5.74,91.57,77.88,7.81,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1.24,0.0,0.0,0.0,0.0,0,0.0,2024-25,FWD,50.42097360784524,2025-08-09T10:11:32.095737,simple_processor,True
N. Lukthong,Norraseth Lukthong,-185569,Nong Bua Pitchaya FC,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g27105_120x120.png,Thai League,"RCMF, RDMF, LDMF",RCMF,42.0,RDMF,21.0,LDMF,12.0,30.0,1994-09-06,0,2025-06-30,17,1296,1,0.26,0,0.11,12.71,47.54,Thailand,['Thailand'],right,177,0,False,5.9,5.69,56.1,1.04,46.67,0.76,0.95,0.14,1.94,2.43,0.9,4,0.28,0,0.0,0.76,0.07,1,0.07,0.02,0,0.0,8,0.56,25.0,12.5,0.0,0.63,33.33,0.0,0.0,0.63,33.33,0.28,0.97,42.86,4.72,38.24,0.28,0.42,0.0,20.76,0.21,0.9,30.21,82.76,8.89,64.84,4.38,100.0,25.28,87.64,4.31,61.29,19.73,35.56,0.01,0.14,0.0,0.07,0.07,0.0,0.07,5.49,68.35,1.25,33.33,0.35,40.0,0.14,0.28,4.93,73.24,87.36,12.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1.04,0.14,0.0,0.0,0.21,0,0.0,2024-25,MID,50.557393674267914,2025-08-09T10:11:32.095737,simple_processor,True
W. Srisupha,Worawut Srisupha,287160,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,GK,GK,100.0,,0.0,,0.0,32.0,1992-05-25,125000,2025-06-30,13,1290,0,0.0,0,0.0,0.63,66.67,Thailand,['Thailand'],,178,65,False,1.74,0.21,66.67,0.21,100.0,0.0,0.0,0.0,1.6,2.61,0.07,1,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,33.33,0.0,0.0,0.0,2.79,0.14,0.07,8.51,90.98,5.09,89.04,0.0,0.0,6.7,96.88,1.81,69.23,24.81,32.97,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.28,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,81.82,95.35,3.0,13,0.91,53,3.7,3,75.47,18.57,1.3,5.57,0.389,0.0,1.19,0.21,0.0,0.0,0.0,0.0,0,0.0,2024-25,GK,45.012449375584936,2025-08-09T10:11:32.095737,simple_processor,True
S. Nonthasila,Sanchai Nonthasila,487176,BG Pathum United,BG Pathum United,https://cdn5.wyscout.com/photos/team/public/g13080_120x120.png,Thai League,"LWB, LB, LB5",LWB,39.0,LB,33.0,LB5,19.0,29.0,1996-03-30,0,2025-06-30,17,1290,1,1.88,1,0.46,15.7,48.44,Thailand,['Thailand'],left,0,0,False,8.02,6.28,56.67,2.16,54.84,0.49,0.76,0.28,3.98,6.15,1.05,3,0.21,0,0.0,3.28,0.07,1,0.07,0.13,0,0.0,17,1.19,29.41,5.882,0.07,3.21,34.78,2.86,34.15,0.28,50.0,0.28,3.77,48.15,6.07,41.38,2.02,1.81,0.07,26.3,2.86,0.63,34.4,79.31,9.63,71.01,8.16,97.44,29.02,87.74,2.44,28.57,18.69,34.91,0.03,0.49,0.0,0.0,0.07,0.0,0.28,3.77,74.07,3.49,54.0,0.14,0.0,1.19,1.05,6.7,82.29,72.96,11.09,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2.16,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,53.64434687883079,2025-08-09T10:11:32.095737,simple_processor,True
C. Laptrakul,Chakkit Laptrakul,-111546,Uthai Thani,Uthai Thani,https://cdn5.wyscout.com/photos/team/public/g27287_120x120.png,Thai League,"LW, LAMF, LWF",LW,34.0,LAMF,26.0,LWF,12.0,30.0,1994-12-02,125000,2025-06-30,23,1281,1,2.9,1,1.39,21.64,40.91,Thailand,['Thailand'],right,181,75,False,6.25,5.06,54.17,2.74,43.59,0.63,0.94,0.07,2.88,4.3,1.48,4,0.28,0,0.0,5.41,0.07,0,0.0,0.2,0,0.0,29,2.04,34.48,3.448,0.07,4.29,32.79,3.16,35.56,1.05,26.67,0.49,5.97,55.29,11.94,34.71,1.97,2.53,0.42,17.99,1.48,0.49,28.1,72.0,6.46,66.3,6.32,86.67,21.71,82.2,2.11,46.67,20.07,19.93,0.1,0.49,0.0,0.0,0.07,0.0,0.28,1.83,65.38,3.79,40.74,0.21,33.33,0.49,1.26,5.55,63.29,64.34,9.06,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.07,0.07,100.0,0.0,1,100.0,2024-25,FWD,53.17598823656776,2025-08-09T10:11:32.095737,simple_processor,True
R. Ito,Ryoma Ito,-326932,Rayong,Rayong,https://cdn5.wyscout.com/photos/team/public/g23913_120x120.png,Thai League,LW,LW,82.0,,0.0,,0.0,25.0,1999-05-28,0,2025-06-30,17,1277,4,2.49,2,2.1,18.25,44.4,Japan,['Japan'],right,167,0,False,5.07,4.65,59.09,1.55,22.73,0.0,0.0,0.07,2.33,3.21,0.7000000000000001,1,0.07,0,0.0,3.88,0.28,4,0.28,0.18,0,0.0,29,2.04,27.59,13.793,0.14,2.8200000000000003,30.0,2.47,28.57,0.35,40.0,0.28,4.79,51.47,9.37,48.12,2.4,2.54,0.49,12.33,1.69,1.41,18.61,71.21,4.79,69.12,3.95,89.29,14.73,80.86,1.27,50.0,18.56,21.35,0.15,1.48,0.0,0.0,0.21,0.0,0.49,1.83,57.69,2.75,35.9,0.28,0.0,0.42,0.78,3.81,68.52,63.41,5.78,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.55,0.78,0.07,0.0,1.83,0,0.0,2024-25,FWD,53.301237358148995,2025-08-09T10:11:32.095737,simple_processor,True
L. Thiamrat,Lursan Thiamrat,440259,Sukhothai,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"LDMF, LCMF, RDMF",LDMF,25.0,LCMF,25.0,RDMF,25.0,33.0,1991-09-18,125000,2025-06-30,17,1274,3,1.33,1,1.46,16.04,56.83,Thailand,['Thailand'],right,173,0,False,7.91,7.84,63.96,1.27,55.56,0.28,0.39,0.0,2.61,3.62,0.99,3,0.21,1,0.07,1.77,0.21,3,0.21,0.09,0,0.0,17,1.2,47.06,17.647,0.07,0.78,45.45,0.21,33.33,0.49,42.86,0.07,0.99,78.57,4.59,55.38,0.64,0.85,0.14,24.16,0.28,1.77,34.12,80.95,11.02,70.51,5.44,90.91,30.09,84.74,3.39,52.08,17.86,32.23,0.1,1.34,0.21,0.0,0.28,25.0,0.21,4.17,67.8,1.62,43.48,0.5700000000000001,25.0,0.42,0.28,5.65,68.75,86.44,12.5,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1.27,1.62,0.21,66.67,2.19,0,0.0,2024-25,MID,50.62114010450866,2025-08-09T10:11:32.095737,simple_processor,True
Jong-woo Park,Jong-woo Park,119754,Nong Bua Pitchaya FC,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g27105_120x120.png,Thai League,"LCMF, LDMF, RCMF",LCMF,48.0,LDMF,33.0,RCMF,10.0,36.0,1989-03-10,150000,2025-06-30,17,1272,0,0.19,0,1.62,10.05,45.77,Korea Republic,['Korea Republic'],right,180,74,False,7.22,4.95,48.57,1.06,53.33,0.5,0.67,0.5,4.32,5.8100000000000005,2.05,5,0.35,0,0.0,0.5,0.0,0,0.0,0.01,0,0.0,9,0.64,11.11,0.0,0.0,0.5700000000000001,37.5,0.28,50.0,0.28,25.0,0.14,0.35,40.0,2.19,29.03,0.07,0.78,0.0,30.35,0.14,0.64,41.25,86.28,16.06,77.97,4.25,98.33,31.98,90.49,8.7,73.98,22.28,37.68,0.11,1.42,0.21,0.14,0.07,100.0,0.14,10.26,78.62,1.77,76.0,1.06,73.33,0.78,0.21,9.83,86.33,92.54,16.13,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.06,2.83,0.28,0.0,2.69,0,0.0,2024-25,MID,43.92030870122771,2025-08-09T10:11:32.095737,simple_processor,True
Mahmoud Eid,Mahmoud Khair Mohammed Dhadha,186693,Bangkok United,Bangkok United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,"RWF, LWF, LAMF",RWF,31.0,LWF,22.0,LAMF,20.0,31.0,1993-06-26,0,2025-06-30,18,1265,6,5.95,5,1.55,14.58,42.93,Palestine,"['Palestine', 'Sweden']",left,183,81,False,1.99,2.28,46.88,2.99,54.76,0.07,0.11,0.07,0.85,1.36,1.28,3,0.21,0,0.0,3.91,0.43,6,0.43,0.42,3,0.21,44,3.13,29.55,13.636,0.36,2.92,39.02,1.71,45.83,1.14,25.0,0.43,2.35,69.7,7.26,38.24,4.2,1.21,0.07,18.92,2.7,0.5700000000000001,22.2,78.21,4.62,73.85,5.05,94.37,18.14,85.88,1.35,47.37,18.6,20.27,0.11,1.07,0.07,0.0,0.36,60.0,1.07,2.28,75.0,3.49,61.22,0.5,42.86,1.42,1.07,3.77,81.13,73.04,8.18,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,2.99,0.0,0.0,0.0,0.07,0,0.0,2024-25,FWD,51.47453820855967,2025-08-09T10:11:32.095737,simple_processor,True
Seung-Woo Ryu,Seung-Woo Ryu,298084,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"LWF, LW, LCMF3",LWF,18.0,LW,17.0,LCMF3,12.0,31.0,1993-12-17,250000,2025-06-30,21,1260,4,3.5700000000000003,0,0.52,11.93,37.72,Korea Republic,['Korea Republic'],right,174,68,False,4.36,3.79,58.49,1.57,27.27,0.07,0.09,0.07,2.07,2.75,1.07,2,0.14,0,0.0,1.71,0.29,4,0.29,0.26,1,0.07,23,1.64,34.78,17.391,0.0,0.93,7.69,0.79,9.09,0.14,0.0,0.21,2.0,50.0,5.29,32.43,2.5,1.71,0.5,17.07,2.21,0.64,23.0,75.78,7.5,62.86,4.79,95.52,20.29,82.04,1.79,40.0,17.5,26.26,0.04,0.64,0.0,0.0,0.5,14.29,0.07,3.71,63.46,1.29,27.78,0.5,14.29,0.43,0.07,3.71,67.31,76.14,6.29,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.07,0.07,100.0,0.29,0,0.0,2024-25,FWD,44.595765857563045,2025-08-09T10:11:32.095737,simple_processor,True
A. Sorada,Apisit Sorada,465406,Ratchaburi,Ratchaburi,https://cdn5.wyscout.com/photos/team/public/g14851_120x120.png,Thai League,LB,LB,83.0,,0.0,,0.0,28.0,1997-02-28,150000,2025-06-30,17,1252,0,0.55,1,2.76,14.88,52.66,Thailand,['Thailand'],left,173,0,True,8.27,6.54,64.84,1.22,35.29,0.58,0.87,0.0,3.45,5.22,1.15,1,0.07,0,0.0,3.23,0.0,0,0.0,0.04,0,0.0,10,0.72,10.0,0.0,0.07,3.31,43.48,3.16,40.91,0.0,0.0,0.36,3.23,53.33,5.46,46.05,1.37,1.94,0.5,24.15,2.08,0.93,33.35,78.45,12.0,67.07,6.18,98.84,26.6,87.57,3.67,43.14,19.5,35.53,0.2,1.22,0.07,0.07,0.07,0.0,0.58,4.53,55.56,3.16,43.18,0.29,0.0,0.43,1.44,7.4,74.76,76.15,9.35,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.22,0.36,0.14,0.0,0.22,0,0.0,2024-25,DEF,51.905168808317164,2025-08-09T10:11:32.095737,simple_processor,True
W. Homsaen,Wasan Homsaen,157709,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"RCB3, RCB, RB",RCB3,51.0,RCB,21.0,RB,20.0,33.0,1991-08-02,100000,2025-06-30,13,1244,0,0.09,0,0.16,12.52,50.87,Thailand,['Thailand'],right,173,62,False,8.32,7.81,55.56,2.6,44.44,0.22,0.29,0.8,3.76,5.03,1.01,3,0.22,0,0.0,0.36,0.0,0,0.0,0.01,0,0.0,1,0.07,0.0,0.0,0.0,1.09,26.67,0.0,0.0,1.09,26.67,0.0,0.14,50.0,1.09,46.67,0.14,0.22,0.07,17.87,0.51,0.51,28.43,84.22,14.18,80.61,1.95,96.3,23.15,90.94,4.2,62.07,20.68,33.48,0.01,0.14,0.0,0.0,0.07,0.0,0.0,3.76,67.31,1.23,41.18,0.29,50.0,0.14,0.29,6.08,76.19,86.67,8.68,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,2.6,0.07,0.0,0.0,0.0,0,0.0,2024-25,DEF,46.537597279462666,2025-08-09T10:11:32.095737,simple_processor,True
K. Nareechan,Korraphat Nareechan,439159,Lamphun Warrior,Lamphun Warrior,https://cdn5.wyscout.com/photos/team/public/g27286_120x120.png,Thai League,GK,GK,100.0,,0.0,,0.0,27.0,1997-10-07,75000,2025-06-30,13,1242,0,0.0,0,0.0,0.87,75.0,Thailand,['Thailand'],right,187,82,False,1.52,0.14,0.0,0.58,100.0,0.0,0.0,0.0,1.52,2.26,0.14,2,0.14,1,0.07,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.14,0.07,8.91,83.74,5.72,77.22,0.0,0.0,5.58,97.4,3.33,60.87,30.32,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,30.0,0.0,0.0,0.07,0.0,0.0,0.0,2.17,80.0,95.24,3.04,16,1.16,52,3.77,5,69.23,17.64,1.28,1.64,0.119,0.0,1.81,0.58,0.0,0.0,0.0,0.0,0,0.0,2024-25,GK,46.02566496954748,2025-08-09T10:11:32.095737,simple_processor,True
J. Palapon,Jakkit Palapon,-172546,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"LWB, LW, CF",LWB,26.0,LW,18.0,CF,17.0,25.0,1999-07-01,100000,2025-06-30,21,1239,1,1.71,1,0.71,13.66,43.09,Thailand,['Thailand'],,0,0,False,5.67,4.21,56.9,1.02,14.29,0.15,0.2,0.0,3.12,4.3,0.58,3,0.22,0,0.0,2.54,0.07,1,0.07,0.12,0,0.0,15,1.09,26.67,6.667,0.07,2.47,38.24,1.02,42.86,1.38,36.84,0.36,2.54,48.57,6.83,41.49,2.11,2.83,0.94,16.2,1.82,1.16,23.54,72.53,7.26,55.0,4.36,95.0,18.31,83.33,2.91,35.0,19.47,24.18,0.05,0.51,0.07,0.0,0.36,20.0,0.22,2.54,60.0,2.62,38.89,0.29,0.0,0.94,0.73,4.29,64.41,73.15,7.85,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1.02,0.0,0.0,0.0,0.0,0,0.0,2024-25,DEF,48.25105375376501,2025-08-09T10:11:32.095737,simple_processor,True
C. Choti,Chitsanuphong Choti,-248841,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"CF, RWF, LWF",CF,39.0,RWF,18.0,LWF,12.0,23.0,2001-09-29,125000,2028-06-30,19,1232,2,2.42,0,1.06,14.25,43.08,Thailand,['Thailand'],left,173,0,False,3.21,2.56,65.71,3.65,38.0,0.07,0.1,0.15,1.46,1.98,0.88,0,0.0,0,0.0,2.34,0.15,2,0.15,0.18,0,0.0,20,1.46,45.0,10.0,0.0,1.02,35.71,0.29,25.0,0.66,44.44,0.15,2.12,55.17,6.79,40.86,2.05,1.02,0.22,18.77,1.83,1.1,24.11,76.06,5.63,66.23,5.84,90.0,19.87,81.62,3.21,54.55,18.65,32.74,0.08,0.44,0.0,0.0,0.29,50.0,0.29,3.29,55.56,2.05,50.0,0.51,14.29,0.58,0.51,3.07,73.81,75.7,7.82,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,3.65,0.15,0.15,100.0,0.0,0,0.0,2024-25,FWD,51.00775584610911,2025-08-09T10:11:32.095737,simple_processor,True
